(0.643137, 0.643137, 0.643137)
(0.647059, 0.647059, 0.647059)
(0.650980, 0.650980, 0.650980)
(0.654902, 0.654902, 0.654902)
(0.658824, 0.658824, 0.658824)
(0.662745, 0.662745, 0.662745)
(0.666667, 0.666667, 0.666667)
(0.670588, 0.670588, 0.670588)
(0.674510, 0.674510, 0.674510)
(0.678431, 0.678431, 0.678431)
(0.682353, 0.682353, 0.682353)
(0.686275, 0.686275, 0.686275)
(0.690196, 0.690196, 0.690196)
(0.694118, 0.694118, 0.694118)
(0.698039, 0.698039, 0.698039)
(0.701961, 0.701961, 0.701961)
(0.705882, 0.705882, 0.705882)
(0.709804, 0.709804, 0.709804)
(0.713725, 0.713725, 0.713725)
(0.717647, 0.717647, 0.717647)
(0.721569, 0.721569, 0.721569)
(0.725490, 0.725490, 0.725490)
(0.729412, 0.729412, 0.729412)
(0.733333, 0.733333, 0.733333)
(0.737255, 0.737255, 0.737255)
(0.741176, 0.741176, 0.741176)
(0.745098, 0.745098, 0.745098)
(0.749020, 0.749020, 0.749020)
(0.752941, 0.752941, 0.752941)
(0.756863, 0.756863, 0.756863)
(0.760784, 0.760784, 0.760784)
(0.764706, 0.764706, 0.764706)
(0.768627, 0.768627, 0.768627)
(0.772549, 0.772549, 0.772549)
(0.776471, 0.776471, 0.776471)
(0.780392, 0.780392, 0.780392)
(0.784314, 0.784314, 0.784314)
(0.788235, 0.788235, 0.788235)
(0.792157, 0.792157, 0.792157)
(0.796078, 0.796078, 0.796078)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.250980, 0.250980, 0.250980)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.439216, 0.439216, 0.439216)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.627451, 0.627451, 0.627451)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(1.000000, 1.000000, 1.000000)
(1.000000, 1.000000, 1.000000)
(1.000000, 1.000000, 1.000000)
(1.000000, 1.000000, 1.000000)
(1.000000, 1.000000, 1.000000)
(1.000000, 1.000000, 1.000000)
(0.533333, 0.533333, 0.533333)
(0.533333, 0.533333, 0.533333)
(0.533333, 0.533333, 0.533333)
(0.533333, 0.533333, 0.533333)
(0.533333, 0.533333, 0.533333)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
(0.345098, 0.345098, 0.345098)
